YYYY,MM,DD,Latitude,Longitude,AOD1,AOD3,STD3,Time
2002,7,4,-118.175,33.792,-1.0,0.5379999999999999,-1.0,2
2002,7,6,-118.175,33.792,-1.0,0.312,0.113,2
2002,7,7,-118.175,33.792,-1.0,0.499,-1.0,2
2002,7,8,-118.175,33.792,-1.0,0.192,-1.0,2
2002,7,9,-118.175,33.792,-1.0,0.387,0.264,2
2002,7,13,-118.175,33.792,-1.0,0.31,0.031,2
2002,7,14,-118.175,33.792,-1.0,0.327,-1.0,2
2002,7,15,-118.175,33.792,-1.0,0.229,0.001,2
2002,7,16,-118.175,33.792,-1.0,0.281,-1.0,2
2002,7,17,-118.175,33.792,-1.0,0.16399999999999998,-1.0,2
2002,7,18,-118.175,33.792,-1.0,0.547,-1.0,2
2002,7,20,-118.175,33.792,-1.0,0.5770000000000001,-1.0,2
2002,7,21,-118.175,33.792,-1.0,0.439,-1.0,2
2002,7,22,-118.175,33.792,-1.0,0.258,0.091,2
2002,7,23,-118.175,33.792,-1.0,0.236,-1.0,2
2002,7,24,-118.175,33.792,-1.0,0.223,-1.0,2
2002,7,25,-118.175,33.792,-1.0,0.279,0.25,2
2002,7,27,-118.175,33.792,-1.0,0.368,0.358,2
2002,7,28,-118.175,33.792,-1.0,0.157,0.091,2
2002,8,9,-118.175,33.792,0.37,0.361,0.02,2
2002,8,10,-118.175,33.792,-1.0,0.493,0.16899999999999998,2
2002,8,12,-118.175,33.792,0.54,0.496,0.106,2
2002,8,14,-118.175,33.792,-1.0,0.404,0.001,2
2002,8,15,-118.175,33.792,-1.0,0.405,-1.0,2
2002,8,16,-118.175,33.792,-1.0,0.601,-1.0,2
2002,8,21,-118.175,33.792,-1.0,0.813,-1.0,2
2002,8,22,-118.175,33.792,-1.0,0.28600000000000003,-1.0,2
2002,8,23,-118.175,33.792,-1.0,0.166,-1.0,2
2002,8,24,-118.175,33.792,-1.0,0.184,0.112,2
2002,8,25,-118.175,33.792,-1.0,0.177,0.054000000000000006,2
2002,8,26,-118.175,33.792,-1.0,0.157,0.097,2
2002,8,28,-118.175,33.792,-1.0,0.177,0.104,2
2002,8,30,-118.175,33.792,-1.0,0.14800000000000002,0.03,2
2002,9,1,-118.175,33.792,-1.0,0.201,0.006,2
2002,9,2,-118.175,33.792,-1.0,0.194,0.171,2
2002,9,3,-118.175,33.792,-1.0,0.243,0.103,2
2002,9,4,-118.175,33.792,-1.0,0.6409999999999999,-1.0,2
2002,9,8,-118.175,33.792,-1.0,0.153,0.014,2
2002,9,9,-118.175,33.792,-1.0,0.32299999999999995,0.073,2
2002,9,10,-118.175,33.792,-1.0,0.179,-1.0,2
2002,9,11,-118.175,33.792,-1.0,0.556,0.151,2
2002,9,16,-118.175,33.792,-1.0,0.244,0.008,2
2002,9,17,-118.175,33.792,-1.0,0.191,0.014,2
2002,9,18,-118.175,33.792,-1.0,0.409,0.129,2
2002,9,19,-118.175,33.792,-1.0,0.15,0.013,2
2002,9,20,-118.175,33.792,-1.0,0.379,0.11,2
2002,9,22,-118.175,33.792,-1.0,0.175,0.051,2
2002,9,23,-118.175,33.792,-1.0,0.172,0.024,2
2002,9,24,-118.175,33.792,-1.0,0.243,-1.0,2
2002,9,27,-118.175,33.792,-1.0,0.435,-1.0,2
2002,9,29,-118.175,33.792,-1.0,0.14800000000000002,0.095,2
2002,10,3,-118.175,33.792,-1.0,0.142,0.01,2
2002,10,4,-118.175,33.792,0.23,0.304,0.056,2
2002,10,5,-118.175,33.792,-1.0,0.127,-1.0,2
2002,10,6,-118.175,33.792,-1.0,0.127,0.05,2
2002,10,8,-118.175,33.792,-1.0,0.152,0.026,2
2002,10,13,-118.175,33.792,-1.0,0.302,-1.0,2
2002,10,20,-118.175,33.792,-1.0,0.486,-1.0,2
2002,10,28,-118.175,33.792,-1.0,0.171,-1.0,2
2002,10,29,-118.175,33.792,-1.0,0.162,-1.0,2
2002,11,4,-118.175,33.792,-1.0,0.257,-1.0,2
2002,11,5,-118.175,33.792,-1.0,0.267,-1.0,2
2002,11,10,-118.175,33.792,-1.0,0.14400000000000002,0.013,2
2002,11,11,-118.175,33.792,0.07,0.098,0.03,2
2002,11,12,-118.175,33.792,-1.0,0.127,0.027000000000000003,2
2002,11,14,-118.175,33.792,-1.0,0.27,0.123,2
2002,11,16,-118.175,33.792,-1.0,0.063,-1.0,2
2002,11,18,-118.175,33.792,0.07,0.066,0.01,2
2002,11,19,-118.175,33.792,-1.0,0.092,-1.0,2
2002,11,20,-118.175,33.792,-1.0,0.049,-1.0,2
2002,11,21,-118.175,33.792,-1.0,0.101,-1.0,2
2002,11,23,-118.175,33.792,-1.0,0.177,0.015,2
2002,11,25,-118.175,33.792,-1.0,0.228,0.322,2
2002,12,2,-118.175,33.792,0.18,0.181,0.049,2
2002,12,4,-118.175,33.792,-1.0,0.214,0.056,2
2002,12,6,-118.175,33.792,-1.0,0.195,0.006,2
